actual_amplification_ratio,actual_context_tokens,answer_output_tokens,avoided_propagation_tokens,compression_ratio,consumer_input_tokens,consumer_latency_median_sec,consumer_latency_p95_sec,consumer_ttft_median_sec,consumer_ttft_p95_sec,direct_passthrough_tokens,drain_latency_sec,duplication_ratio,evidence_source_coverage,graph_bypassed_artifact_count,graph_eligible_artifact_count,main_request_count,memory_distinctiveness,memory_focus_coverage,memory_grounding_ratio,mode,producer_memory_extra_output_tokens,producer_sidecar_main_request_count,raw_equivalent_tokens,raw_propagated_tokens,repeated_context_tokens,result_latency_sec,retrieval_tokens,run_id,schema_version,structured_memory_tokens,summary_path,task_consistency,task_consistency_definition,tool_excluded_latency_sec,tool_latency_sec,total_completion_tokens,unique_artifact_tokens,workload,workload_quality_definition,workload_quality_score
0.20057616132517106,557,1018,6532,27.75,1557,4.967617596033961,5.754117633972783,0.07882547378540039,0.1067209243774414,224,20.498687267303467,2.552754771335974,1.0,2,5,6,0.7692612942612943,1.0,0.95,producer,192,4,7089,0,4312,20.497554779052734,333,r1_20260817_214025_31673,masbench_case_study2.summary.v2,92,results/runs/centralized_manager_worker/producer/r1_20260817_214025_31673/summary.json,1.0,lexical_required_concept_coverage,19.767008962051477,0.7305458170012571,1211,2777,centralized_manager_worker,workload_specific_dimension_coverage,1.0
0.20217391304347826,558,970,6514,27.268817204301076,1558,4.93699190201005,5.747549040999729,0.055867671966552734,0.08152937889099121,224,19.771690130233765,2.56231884057971,1.0,2,5,6,0.7835470085470085,1.0,0.9,producer,193,4,7072,0,4312,19.77062463760376,334,r2_20260817_214514_493,masbench_case_study2.summary.v2,93,results/runs/centralized_manager_worker/producer/r2_20260817_214514_493/summary.json,0.8,lexical_required_concept_coverage,18.993932909565046,0.7766917280387133,1164,2760,centralized_manager_worker,workload_specific_dimension_coverage,1.0
2.4776815456362424,7438,1243,0,,8007,5.5248386659659445,6.490823443979025,0.3606891632080078,0.3954024314880371,0,21.23408842086792,2.4776815456362424,1.0,2,5,6,,,,raw,0,0,7438,7438,4436,21.233965158462524,0,r1_20260817_213959_14146,masbench_case_study2.summary.v2,0,results/runs/centralized_manager_worker/raw/r1_20260817_213959_14146/summary.json,1.0,lexical_required_concept_coverage,20.464308792434167,0.7696563660283573,1244,3002,centralized_manager_worker,workload_specific_dimension_coverage,1.0
2.478550049883605,7453,1239,0,,8022,5.497786409046967,6.388230592012405,0.2545793056488037,0.2888054847717285,0,20.955055236816406,2.478550049883605,1.0,2,5,6,,,,raw,0,0,7453,7453,4446,20.954931259155273,0,r2_20260817_214538_14723,masbench_case_study2.summary.v2,0,results/runs/centralized_manager_worker/raw/r2_20260817_214538_14723/summary.json,1.0,lexical_required_concept_coverage,20.22899096616311,0.7259402929921634,1240,3007,centralized_manager_worker,workload_specific_dimension_coverage,1.0
0.27782556339239634,1615,3206,31435,30.87845303867403,4217,7.0108611280156765,7.877274688973557,0.12327849864959717,0.16332173347473145,224,31.2085862159729,5.68553242731808,1.0,2,13,14,0.7990801286255832,1.0,1.0,producer,586,12,33050,0,27237,31.207003116607666,1391,r1_20260817_195628_30422,masbench_case_study2.summary.v2,181,results/runs/debate_allgather_pressure_meso/producer/r1_20260817_195628_30422/summary.json,1.0,lexical_required_concept_coverage,29.49605943163624,1.7109436849714257,3793,5813,debate_allgather_pressure_meso,workload_specific_dimension_coverage,1.0
0.2758678800134816,1637,3343,31754,30.05263157894737,4240,7.21627031150274,9.395620394963771,0.1154780387878418,0.15420770645141602,224,34.90667176246643,5.62706437478935,1.0,2,13,14,0.7687312687312688,1.0,1.0,producer,574,12,33391,0,27457,34.90510129928589,1413,r2_20260817_195927_753,masbench_case_study2.summary.v2,190,results/runs/debate_allgather_pressure_meso/producer/r2_20260817_195927_753/summary.json,1.0,lexical_required_concept_coverage,33.76672881527338,1.138372484012507,3918,5934,debate_allgather_pressure_meso,workload_specific_dimension_coverage,1.0
5.473104944969772,35307,3844,0,,37007,7.108961679507047,9.730511962028686,0.47559666633605957,0.7789244651794434,0,37.68704319000244,5.473104944969772,1.0,2,13,14,,,,raw,0,0,35307,35307,28856,37.68691635131836,0,r1_20260817_195543_30088,masbench_case_study2.summary.v2,0,results/runs/debate_allgather_pressure_meso/raw/r1_20260817_195543_30088/summary.json,1.0,lexical_required_concept_coverage,36.60116661328357,1.0857497380347922,3845,6451,debate_allgather_pressure_meso,workload_specific_dimension_coverage,1.0
5.470916705444393,35271,3855,0,,36970,7.094062491494697,9.639204335981049,0.4619945287704468,0.6635463237762451,0,37.83488440513611,5.470916705444393,1.0,2,13,14,,,,raw,0,0,35271,35271,28824,37.834758043289185,0,r2_20260817_200009_12819,masbench_case_study2.summary.v2,0,results/runs/debate_allgather_pressure_meso/raw/r2_20260817_200009_12819/summary.json,1.0,lexical_required_concept_coverage,36.437927289283834,1.3968307540053502,3856,6447,debate_allgather_pressure_meso,workload_specific_dimension_coverage,1.0
1.3790661070304302,5257,1679,803,20.272727272727273,5694,5.848783448513132,6.2659362550475635,0.42065954208374023,0.7420425415039062,5168,21.951078176498413,1.589716684155299,1.0,5,4,8,0.9013682396035337,1.0,1.0,producer,206,4,6060,0,2248,21.950007677078247,89,r1_20260817_195858_893,masbench_case_study2.summary.v2,44,results/runs/hierarchical_synthesis_pressure_meso/producer/r1_20260817_195858_893/summary.json,1.0,lexical_required_concept_coverage,20.03812161006499,1.9118860670132563,1886,3812,hierarchical_synthesis_pressure_meso,workload_specific_dimension_coverage,1.0
1.392006352567496,5259,1628,769,19.906976744186046,5696,5.826153257483384,6.244221750996076,0.23977351188659668,0.7156639099121094,5172,21.49162220954895,1.5955532027527792,1.0,5,4,8,0.8915750915750915,1.0,0.8611111111111112,producer,213,4,6028,0,2250,21.49054718017578,87,r2_20260817_200213_25592,masbench_case_study2.summary.v2,43,results/runs/hierarchical_synthesis_pressure_meso/producer/r2_20260817_200213_25592/summary.json,1.0,lexical_required_concept_coverage,20.103565831203014,1.3869813489727676,1842,3778,hierarchical_synthesis_pressure_meso,workload_specific_dimension_coverage,1.0
1.5440714803187636,6394,1974,0,,6889,5.789804909989471,6.1590704650152475,0.3000291585922241,0.6194665431976318,0,22.617335319519043,1.5440714803187636,1.0,5,4,8,,,,raw,0,0,6394,6394,2253,22.617210865020752,0,r1_20260817_195828_19241,masbench_case_study2.summary.v2,0,results/runs/hierarchical_synthesis_pressure_meso/raw/r1_20260817_195828_19241/summary.json,1.0,lexical_required_concept_coverage,20.51668205304304,2.1005288119777106,1975,4141,hierarchical_synthesis_pressure_meso,workload_specific_dimension_coverage,1.0
1.5439613526570048,6392,1981,0,,6885,5.752501478506019,6.075588367995806,0.3158693313598633,0.5363380908966064,0,22.685039520263672,1.5439613526570048,1.0,5,4,8,,,,raw,0,0,6392,6392,2252,22.684919118881226,0,r2_20260817_200241_27426,masbench_case_study2.summary.v2,0,results/runs/hierarchical_synthesis_pressure_meso/raw/r2_20260817_200241_27426/summary.json,1.0,lexical_required_concept_coverage,19.92307464289479,2.761844475986436,1982,4140,hierarchical_synthesis_pressure_meso,workload_specific_dimension_coverage,1.0
0.17291255752794216,526,932,9182,32.39080459770115,1792,4.982656249485444,5.574908639013302,0.0878974199295044,0.09598469734191895,224,19.480175495147705,3.1913214990138066,1.0,2,5,6,0.8194444444444444,1.0,0.8194444444444444,producer,206,4,9708,0,6666,19.478963613510132,302,r1_20260817_213935_25801,masbench_case_study2.summary.v2,87,results/runs/independent_fanin/producer/r1_20260817_213935_25801/summary.json,1.0,lexical_required_concept_coverage,13.735571528493892,5.743392085016239,1139,3042,independent_fanin,workload_specific_dimension_coverage,1.0
0.17217675941080196,526,956,9195,32.54022988505747,1792,5.125721580960089,5.54203516599955,0.05157482624053955,0.06484413146972656,224,15.313421249389648,3.181996726677578,1.0,2,5,6,0.850030525030525,1.0,0.8125,producer,207,4,9721,0,6666,15.312322854995728,302,r2_20260817_214430_22218,masbench_case_study2.summary.v2,87,results/runs/independent_fanin/producer/r2_20260817_214430_22218/summary.json,1.0,lexical_required_concept_coverage,13.961735140008386,1.3505877149873413,1164,3055,independent_fanin,workload_specific_dimension_coverage,1.0
3.043531575720417,9928,1141,0,,10570,5.318732230487512,6.2763250709977,0.36694765090942383,0.3870370388031006,0,17.82179570198059,3.043531575720417,1.0,2,5,6,,,,raw,0,0,9928,9928,6666,17.82168960571289,0,r1_20260817_213912_16348,masbench_case_study2.summary.v2,0,results/runs/independent_fanin/raw/r1_20260817_213912_16348/summary.json,0.8,lexical_required_concept_coverage,14.32762020273367,3.494069402979221,1142,3262,independent_fanin,workload_specific_dimension_coverage,1.0
